TransactionID,Date,Product,Category,UnitPrice,Quantity,DiscountPercent,TotalRevenue,Region,PaymentMethod,CustomerSegment,CustomerRating
TXN00813,2023-01-21,Keyboard,Accessories,40.69,4,5,154.62,West,PayPal,Enterprise,5.0
TXN01339,2024-11-01,Backpack,Accessories,59.08,4,5,224.5,East,Debit Card,Individual,4.0
TXN01852,2024-04-16,Desk,Furniture,307.91,2,5,585.03,North,Cash,Enterprise,4.0
TXN00322,2023-05-04,Notebook,Stationery,27.5,5,0,137.5,South,Cash,Corporate,5.0
TXN01830,2023-06-22,Mouse,Accessories,,1,10,23.61,East,Cash,Individual,4.0
TXN00651,2024-11-23,Notebook,Stationery,11.54,1,0,11.54,North,Credit Card,Corporate,4.0
TXN01238,2023-04-16,Headphones,Electronics,290.8,2,10,523.44,East,Debit Card,Startup,2.0
TXN00026,2023-01-02,Notebook,Stationery,29.55,4,0,118.2,Central,Cash,Individual,5.0
TXN01434,2024-12-15,Desk,Furniture,262.68,5,0,1313.4,North,Cash,Startup,4.0
TXN00079,2023-02-20,Headphones,Electronics,204.57,2,5,388.68,North,Bank Transfer,Corporate,3.0
TXN01711,2023-01-14,Headphones,Electronics,322.61,3,10,871.05,North,Cash,Individual,5.0
TXN00033,2023-10-07,Desk,Furniture,730.1,4,0,2920.4,South,Bank Transfer,Startup,
TXN01302,2024-03-31,Keyboard,Accessories,172.55,5,0,862.75,South,Bank Transfer,Individual,4.0
TXN00383,2024-08-03,Laptop,Electronics,1446.91,4,0,5787.64,South,Bank Transfer,Corporate,4.0
TXN01559,2024-09-09,Notebook,Stationery,11.06,2,10,19.91,Central,Debit Card,Startup,5.0
TXN00433,2024-01-15,Headphones,Electronics,218.2,5,0,1091.0,Central,Cash,Individual,4.0
TXN00164,2023-07-18,Desk,Furniture,292.19,3,10,788.91,East,Cash,Individual,5.0
TXN00204,2024-01-20,Mouse,Accessories,145.18,4,0,580.72,South,Bank Transfer,Corporate,3.0
TXN01008,2023-01-23,Mouse,Accessories,62.33,3,10,168.29,Central,Debit Card,Individual,3.0
TXN01171,2023-09-22,Desk,Furniture,515.35,5,0,2576.75,Central,Bank Transfer,Startup,4.0
TXN00369,2024-08-23,Notebook,Stationery,18.06,4,0,72.24,Central,Debit Card,Corporate,1.0
TXN00953,2023-04-19,Keyboard,Accessories,107.57,1,15,91.43,East,Credit Card,Enterprise,3.0
TXN01445,2024-07-01,Keyboard,Accessories,39.53,4,15,134.4,North,Debit Card,Individual,4.0
TXN01354,2024/13/45,Monitor,Electronics,581.46,1,0,581.46,Central,Debit Card,Corporate,4.0
TXN01317,2024-12-14,Smartphone,Electronics,974.66,5,0,4873.3,Central,Debit Card,Startup,2.0
TXN01111,2024-01-26,Notebook,Stationery,13.91,5,0,69.55,South,Debit Card,Startup,1.0
TXN00317,2023-01-07,Office Chair,Furniture,326.84,2,0,653.68,North,Credit Card,Individual,5.0
TXN01281,2024-05-09,Office Chair,Furniture,484.58,3,0,1453.74,West,Bank Transfer,Enterprise,5.0
TXN01809,2023-08-04,Notebook,Stationery,14.1,4,5,53.58,North,PayPal,Corporate,4.0
TXN00219,2023-06-29,Smartphone,Electronics,1143.26,1,0,1143.26,South,Debit Card,Enterprise,5.0
TXN01971,2023-03-13,Backpack,Accessories,166.94,5,15,709.5,Central,Credit Card,Startup,4.0
TXN01854,2024-08-26,Monitor,Electronics,736.05,4,0,2944.2,West,Credit Card,Corporate,4.0
TXN01693,2023-04-17,Laptop,Electronics,1762.9,4,0,7051.6,South,PayPal,Corporate,4.0
TXN00196,2024-08-27,Notebook,Stationery,14.9,5,0,74.5,South,Credit Card,Enterprise,4.0
TXN01348,2023-04-22,Headphones,Electronics,229.38,4,15,779.89,North,Credit Card,Enterprise,5.0
TXN00060,2023-05-06,Keyboard,Accessories,102.12,2,0,204.24,East,Bank Transfer,Corporate,4.0
TXN01056,2023-07-13,Monitor,Electronics,843.64,3,0,2530.92,South,PayPal,Enterprise,3.0
TXN00434,2024-09-21,Laptop,Electronics,1358.07,1,0,1358.07,West,Bank Transfer,Startup,5.0
TXN00074,2023-03-16,Keyboard,Accessories,158.37,5,5,752.26,North,Cash,Corporate,4.0
TXN00163,2024-05-06,Laptop,Electronics,1582.0,4,5,6011.6,East,Cash,Corporate,3.0
TXN01320,2023-01-14,Notebook,Stationery,17.13,4,10,61.67,Central,Debit Card,Individual,4.0
TXN01160,2024-07-24,Backpack,Accessories,67.22,5,10,302.49,East,Cash,Enterprise,5.0
TXN01630,2023-07-09,Desk,Furniture,540.76,1,10,486.68,Central,Credit Card,Individual,5.0
TXN01068,2023-04-07,Smartphone,Electronics,394.96,4,5,1500.85,South,Debit Card,Enterprise,5.0
TXN01626,2023-06-18,Smartphone,Electronics,1030.83,3,10,2783.24,North,Debit Card,Startup,5.0
TXN01986,2023-10-28,Desk,Furniture,601.7,3,20,1444.08,North,Debit Card,Startup,5.0
TXN00046,2023-06-29,Keyboard,Accessories,38.17,5,15,162.22,South,Debit Card,Startup,4.0
TXN00995,2024-03-23,Desk,Furniture,271.56,3,0,814.68,West,Cash,Enterprise,4.0
TXN00362,2023-07-18,Monitor,Electronics,487.69,3,10,1316.76,North,Debit Card,Individual,5.0
TXN01303,2024-05-03,Backpack,Accessories,146.48,2,5,278.31,East,Bank Transfer,Enterprise,2.0
TXN00568,2023-09-10,Office Chair,Furniture,502.56,5,0,2512.8,North,Debit Card,Corporate,
TXN00077,2023-05-06,Mouse,Accessories,25.96,5,0,129.8,East,PayPal,Startup,4.0
TXN01957,2023-05-23,Backpack,Accessories,72.04,4,0,288.16,South,Debit Card,Enterprise,5.0
TXN01443,2023-11-29,Smartphone,Electronics,835.42,2,0,1670.84,South,Debit Card,Startup,5.0
TXN01866,2024-05-30,Backpack,Accessories,133.82,1,20,107.06,South,Credit Card,Corporate,4.0
TXN01343,2024-01-20,Monitor,Electronics,845.06,1,0,845.06,South,Credit Card,Corporate,1.0
TXN01629,2023-11-15,Smartphone,Electronics,1047.52,1,0,1047.52,West,Bank Transfer,Individual,4.0
TXN01462,2023-10-04,Keyboard,Accessories,116.58,3,5,332.25,Central,PayPal,Corporate,2.0
TXN00850,2023-11-10,Monitor,Electronics,615.39,5,0,3076.95,North,PayPal,Enterprise,2.0
TXN00031,2023-10-10,Monitor,Electronics,408.59,5,0,2042.95,South,Bank Transfer,Corporate,4.0
TXN01115,2024-01-22,Desk,Furniture,238.43,4,0,953.72,South,PayPal,Enterprise,4.0
TXN01544,2024-10-18,Smartphone,Electronics,362.81,1,5,344.67,East,Debit Card,Enterprise,4.0
TXN01661,2024-08-28,Monitor,Electronics,828.77,3,0,2486.31,South,Credit Card,Enterprise,5.0
TXN01311,2024-06-11,Laptop,Electronics,1536.91,2,0,3073.82,South,Credit Card,Individual,5.0
TXN00833,2024-06-29,Monitor,Electronics,617.64,5,0,3088.2,East,Cash,Startup,4.0
TXN00694,2023-02-13,Laptop,Electronics,933.38,5,0,4666.9,North,Bank Transfer,Enterprise,2.0
TXN00533,2023-01-16,Smartphone,Electronics,856.89,1,0,856.89,North,Bank Transfer,Startup,4.0
TXN01582,2023-12-28,Notebook,Stationery,18.22,1,0,18.22,Central,Bank Transfer,Startup,
TXN01851,2023-12-27,Mouse,Accessories,136.56,2,20,218.5,South,Credit Card,Corporate,4.0
TXN00382,2024-06-19,Mouse,Accessories,26.19,4,5,99.52,South,Cash,Startup,4.0
TXN01605,2024-10-24,Headphones,Electronics,327.15,1,10,294.44,Central,Credit Card,Corporate,3.0
TXN00045,2023-12-07,Office Chair,Furniture,228.9,2,10,412.02,East,Credit Card,Corporate,4.0
TXN01731,2024-08-21,Office Chair,Furniture,477.03,2,5,906.36,West,PayPal,Enterprise,4.0
TXN00169,2023-08-30,Monitor,Electronics,651.8,4,0,2607.2,South,Debit Card,Individual,2.0
TXN00304,2024-10-14,Headphones,Electronics,184.24,4,0,736.96,East,Credit Card,Corporate,2.0
TXN00343,2023-10-17,Office Chair,Furniture,214.29,2,0,428.58,North,Debit Card,Startup,2.0
TXN00439,2024-11-01,Smartphone,Electronics,895.52,1,0,895.52,West,Bank Transfer,Enterprise,4.0
TXN01965,2023-05-24,Office Chair,Furniture,368.42,1,20,294.74,North,Credit Card,Individual,4.0
TXN00765,2024-04-06,Backpack,Accessories,168.88,5,0,844.4,West,Cash,Individual,2.0
TXN01678,2023-08-23,Headphones,Electronics,119.92,5,15,509.66,North,Bank Transfer,Individual,3.0
TXN01179,2023-05-27,Laptop,Electronics,1416.9,4,0,5667.6,North,Credit Card,Startup,5.0
TXN01928,2023-03-24,Headphones,Electronics,149.06,5,0,745.3,South,Debit Card,Corporate,5.0
TXN00421,2024-09-12,Laptop,Electronics,1022.78,5,10,4602.51,West,PayPal,Startup,5.0
TXN00708,2024-10-25,Office Chair,Furniture,421.46,1,0,421.46,West,Debit Card,Corporate,
TXN01346,2023-05-26,Office Chair,Furniture,156.04,1,0,156.04,North,Credit Card,Enterprise,4.0
TXN00789,2023-10-29,Headphones,Electronics,297.66,4,0,1190.64,West,Bank Transfer,Individual,5.0
TXN00355,2023-01-17,Notebook,Stationery,5.79,3,0,17.37,Central,Cash,Enterprise,5.0
TXN00354,2024-06-08,Notebook,Stationery,18.6,5,5,88.35,South,Debit Card,Corporate,5.0
TXN00528,2023-01-30,Office Chair,Furniture,333.47,2,0,666.94,South,Debit Card,Individual,3.0
TXN01342,2024-09-02,Desk,Furniture,354.59,3,15,904.2,East,Debit Card,Enterprise,4.0
TXN00483,2023-11-04,Desk,Furniture,230.15,4,0,920.6,Central,Credit Card,Enterprise,1.0
TXN00186,2023-11-30,Mouse,Accessories,96.1,4,0,384.4,North,Bank Transfer,Enterprise,2.0
TXN01395,2023-12-05,Laptop,Electronics,1184.84,5,15,5035.57,North,Cash,Startup,4.0
TXN01455,2024-05-26,Keyboard,Accessories,178.75,4,0,715.0,South,Debit Card,Startup,2.0
TXN01426,2023-05-02,Mouse,Accessories,36.99,5,0,184.95,South,Cash,Corporate,4.0
TXN01229,2023-11-22,Smartphone,Electronics,816.29,1,5,775.48,West,Cash,Enterprise,1.0
TXN00301,2024-02-10,Office Chair,Furniture,454.39,4,0,1817.56,West,PayPal,Corporate,3.0
TXN00454,2024-10-12,Backpack,Accessories,76.62,3,15,195.38,Central,Cash,Individual,4.0
TXN00734,2023-05-27,Smartphone,Electronics,1172.54,2,0,2345.08,West,Bank Transfer,Corporate,4.0
TXN01782,2023-11-14,Notebook,Stationery,26.86,4,0,107.44,Central,Cash,Individual,4.0
TXN01789,2023-10-17,Smartphone,Electronics,996.53,2,0,1993.06,Central,PayPal,Startup,3.0
TXN01911,2024-06-08,Desk,Furniture,456.07,4,0,1824.28,East,PayPal,Startup,5.0
TXN01973,2024-08-21,Monitor,Electronics,735.39,5,15,3125.41,North,PayPal,Startup,4.0
TXN01393,2023-04-22,Desk,Furniture,544.37,2,0,1088.74,West,Bank Transfer,Individual,1.0
TXN01233,2024-08-04,Desk,Furniture,457.24,3,0,1371.72,West,Debit Card,Corporate,5.0
TXN00176,2023-02-04,Mouse,Accessories,146.72,3,0,440.16,North,Credit Card,Startup,4.0
TXN00964,2023-09-14,Desk,Furniture,777.12,1,0,777.12,North,Debit Card,Startup,3.0
TXN01028,2024-03-06,Monitor,Electronics,270.04,1,5,256.54,Central,PayPal,Corporate,5.0
TXN01642,2023-07-17,Mouse,Accessories,103.65,3,0,310.95,East,Credit Card,Startup,4.0
TXN00124,2023-02-10,Monitor,Electronics,844.29,5,10,3799.3,South,Credit Card,Individual,4.0
TXN00384,2024-11-10,Backpack,Accessories,49.81,5,10,224.14,North,Bank Transfer,Individual,4.0
TXN01597,2024-09-06,Office Chair,Furniture,307.05,5,5,1458.49,South,PayPal,Enterprise,3.0
TXN00585,2023-01-14,Headphones,Electronics,347.75,5,5,1651.81,West,Cash,Enterprise,4.0
TXN00040,2023-12-16,Desk,Furniture,474.36,5,0,2371.8,East,Cash,Enterprise,
TXN00487,2023-04-14,Mouse,Accessories,23.91,3,0,71.73,Central,Cash,Startup,4.0
TXN00515,2023-01-06,Notebook,Stationery,17.85,5,15,75.86,South,PayPal,Startup,3.0
TXN00332,2023-05-27,Backpack,Accessories,49.52,5,0,247.6,South,PayPal,Startup,2.0
TXN00428,2023-01-11,Headphones,Electronics,116.71,1,0,116.71,North,PayPal,Corporate,3.0
TXN00195,2023-12-31,Smartphone,Electronics,986.06,1,0,986.06,West,Credit Card,Individual,4.0
TXN00545,2024-12-18,Desk,Furniture,597.1,3,5,1701.74,West,Credit Card,Individual,5.0
TXN00592,2023-04-22,Desk,Furniture,540.43,5,10,2431.94,North,Credit Card,Startup,4.0
TXN01748,2024-09-24,Notebook,Stationery,20.03,4,0,80.12,East,Bank Transfer,Enterprise,4.0
TXN00323,2024-05-14,Laptop,Electronics,905.84,3,20,2174.02,North,Cash,Individual,3.0
TXN01222,2023-02-04,Desk,Furniture,448.69,2,5,852.51,East,Cash,Individual,3.0
TXN00267,2024-10-16,Smartphone,Electronics,959.2,3,20,2302.08,Central,Bank Transfer,Corporate,5.0
TXN01356,2024-10-12,Office Chair,Furniture,286.91,1,10,258.22,West,PayPal,Enterprise,4.0
TXN01481,2023-11-02,Desk,Furniture,456.45,3,0,1369.35,North,Cash,Enterprise,3.0
TXN00068,2023-01-05,Backpack,Accessories,106.92,2,5,203.15,North,Credit Card,Corporate,5.0
TXN00988,2024-08-11,Office Chair,Furniture,450.34,2,0,900.68,South,Debit Card,Enterprise,3.0
TXN01839,2024-04-25,Backpack,Accessories,144.09,2,5,273.77,North,Debit Card,Startup,5.0
TXN01991,2023-03-16,Keyboard,Accessories,48.76,5,0,243.8,South,PayPal,Corporate,5.0
TXN01788,2023-05-10,Keyboard,Accessories,141.45,4,0,565.8,Central,Cash,Enterprise,5.0
TXN01613,2023-07-14,Monitor,Electronics,303.49,1,0,303.49,West,Bank Transfer,Individual,1.0
TXN00671,2023-10-10,Backpack,Accessories,113.09,4,0,452.36,South,Credit Card,Enterprise,4.0
TXN01754,2023-09-08,Notebook,Stationery,21.48,3,5,61.22,South,Debit Card,Enterprise,
TXN00479,2023-09-30,Laptop,Electronics,982.46,1,5,933.34,South,Debit Card,Startup,2.0
TXN01767,2024-12-16,Notebook,Stationery,16.92,5,15,71.91,West,PayPal,Enterprise,5.0
TXN01570,2023-02-17,Notebook,Stationery,8.26,3,15,21.06,,Debit Card,Corporate,5.0
TXN00472,2024-12-20,Mouse,Accessories,68.29,3,0,204.87,West,Cash,Enterprise,4.0
TXN01666,2023-10-04,Mouse,Accessories,40.59,1,0,40.59,North,Debit Card,Individual,4.0
TXN00721,2024-04-27,Headphones,Electronics,91.8,4,15,312.12,West,Credit Card,Individual,2.0
TXN01299,2024-09-03,Keyboard,Accessories,152.2,5,20,608.8,North,Credit Card,Enterprise,3.0
TXN01306,2024-04-18,Desk,Furniture,330.33,3,5,941.44,South,Bank Transfer,Enterprise,2.0
TXN01849,2024-10-08,Mouse,Accessories,54.5,5,0,272.5,North,Bank Transfer,Corporate,4.0
TXN01703,2023-01-24,Office Chair,Furniture,330.18,4,0,1320.72,East,Cash,Corporate,2.0
TXN01562,2023-11-14,Smartphone,Electronics,408.0,4,10,1468.8,West,Bank Transfer,Individual,1.0
TXN01611,2023-11-20,Headphones,Electronics,83.39,1,0,83.39,West,Bank Transfer,Individual,5.0
TXN01692,2023-04-23,Headphones,Electronics,186.5,3,0,559.5,Central,Bank Transfer,Startup,2.0
TXN00480,2023-08-17,Mouse,Accessories,46.98,2,10,84.56,East,Credit Card,Individual,3.0
TXN00863,2023-12-25,Keyboard,Accessories,177.55,3,15,452.75,West,Cash,Corporate,
TXN01245,2024/13/45,Monitor,Electronics,792.18,5,0,3960.9,East,Credit Card,Individual,5.0
TXN01532,2024-08-21,Headphones,Electronics,115.24,2,5,218.96,East,Credit Card,Enterprise,5.0
TXN01263,2024-08-25,Office Chair,Furniture,182.52,4,0,730.08,South,Credit Card,Corporate,5.0
TXN01848,2024-05-30,Notebook,Stationery,20.67,3,10,55.81,North,Cash,Individual,5.0
TXN00262,2023-09-17,Notebook,Stationery,28.43,4,0,113.72,North,Debit Card,Startup,4.0
TXN01118,2024-07-05,Laptop,Electronics,1044.53,5,20,4178.12,South,PayPal,Individual,3.0
TXN01005,2024-01-03,Monitor,Electronics,773.74,3,0,2321.22,Central,PayPal,Enterprise,4.0
TXN00241,2024-01-05,Backpack,Accessories,143.02,2,0,286.04,South,Cash,Enterprise,4.0
TXN01059,2024-05-16,Monitor,Electronics,511.0,2,10,919.8,East,Bank Transfer,Corporate,4.0
TXN01044,2023-12-05,Desk,Furniture,730.96,2,0,1461.92,South,Bank Transfer,Startup,2.0
TXN01575,2024-11-05,Smartphone,Electronics,915.5,3,0,2746.5,West,PayPal,Enterprise,4.0
TXN01620,2024-06-10,Mouse,Accessories,46.74,3,5,133.21,South,Cash,Corporate,5.0
TXN01318,2024-04-15,Desk,Furniture,705.77,2,0,1411.54,North,Cash,Startup,4.0
TXN00571,2023-06-21,Desk,Furniture,463.91,4,0,1855.64,North,PayPal,Startup,5.0
TXN00366,2024-07-27,Notebook,Stationery,21.99,5,5,104.45,West,Debit Card,Corporate,4.0
TXN01138,2023-02-16,Backpack,Accessories,118.09,2,15,200.75,South,Bank Transfer,Individual,4.0
TXN01266,2023-03-09,Smartphone,Electronics,679.02,4,0,2716.08,South,Bank Transfer,Corporate,4.0
TXN00175,2023-11-03,Mouse,Accessories,133.34,5,5,633.36,North,Debit Card,Startup,3.0
TXN01961,2024-02-22,Notebook,Stationery,18.6,2,5,35.34,West,Credit Card,Individual,4.0
TXN00951,2023-09-28,Keyboard,Accessories,180.72,4,0,722.88,Central,Debit Card,Startup,4.0
TXN01224,2023-12-26,Headphones,Electronics,277.22,3,20,665.33,North,Bank Transfer,Startup,4.0
TXN00072,2023-02-03,Office Chair,Furniture,252.89,1,10,-999.0,South,Debit Card,Corporate,4.0
TXN00922,2024-07-11,Backpack,Accessories,147.57,4,10,-999.0,South,Credit Card,Startup,5.0
TXN00260,2023-09-11,Notebook,Stationery,13.36,5,10,60.12,East,Credit Card,Startup,3.0
TXN00052,2024-07-01,Notebook,Stationery,15.59,3,20,37.42,South,Bank Transfer,Enterprise,4.0
TXN00199,2024-03-02,Keyboard,Accessories,168.21,2,10,302.78,North,PayPal,Startup,5.0
TXN01646,2023-12-06,Smartphone,Electronics,384.57,4,20,1230.62,East,Cash,Startup,5.0
TXN01191,2024-01-20,Keyboard,Accessories,159.32,1,0,159.32,South,PayPal,Corporate,3.0
TXN00333,2024-07-19,Keyboard,Accessories,33.25,5,0,166.25,East,Bank Transfer,Enterprise,5.0
TXN01387,2023-01-13,Mouse,Accessories,21.29,2,10,38.32,South,Debit Card,Startup,1.0
TXN00615,2024-03-22,Headphones,Electronics,262.82,3,10,709.61,West,Bank Transfer,Startup,3.0
TXN01764,2023-01-15,Keyboard,Accessories,,4,20,493.38,East,Cash,Startup,4.0
TXN00999,2024-01-16,Headphones,Electronics,239.26,1,0,239.26,Central,Credit Card,Corporate,5.0
TXN01183,2023-09-20,Notebook,Stationery,19.42,5,0,97.1,West,Bank Transfer,Enterprise,1.0
TXN01340,2024-08-12,Keyboard,Accessories,177.52,5,5,843.22,Central,Debit Card,Startup,5.0
TXN00933,2023-07-02,Notebook,Stationery,12.09,5,0,60.45,South,Debit Card,Corporate,3.0
TXN01668,2024-06-29,Backpack,Accessories,41.26,2,0,82.52,South,Bank Transfer,Enterprise,4.0
TXN00949,2023-12-15,Laptop,Electronics,1977.74,5,10,8899.83,East,Credit Card,Startup,4.0
TXN00427,2024-02-20,Monitor,Electronics,601.89,1,0,601.89,Central,Debit Card,Corporate,4.0
TXN01680,2024-10-15,Desk,Furniture,593.99,1,5,564.29,Central,Debit Card,Enterprise,4.0
TXN00680,2023-06-18,Desk,Furniture,522.4,3,15,1332.12,North,Debit Card,Startup,3.0
TXN00612,2024-09-12,Mouse,Accessories,133.26,3,10,359.8,West,Cash,Startup,5.0
TXN01019,2024-09-15,Desk,Furniture,396.01,4,0,1584.04,,PayPal,Corporate,5.0
TXN01231,2023-10-21,Laptop,Electronics,1276.69,4,0,5106.76,West,Credit Card,Individual,5.0
TXN00909,2023-05-18,Laptop,Electronics,1047.06,4,0,4188.24,North,Cash,Individual,5.0
TXN00556,2024-01-04,Monitor,Electronics,590.09,3,5,1681.76,East,Credit Card,Startup,5.0
TXN01610,2024-12-21,Headphones,Electronics,163.76,4,0,655.04,Central,Credit Card,Enterprise,3.0
TXN00399,2024-05-31,Desk,Furniture,411.78,1,15,350.01,West,Bank Transfer,Corporate,3.0
TXN00591,2023-02-19,Smartphone,Electronics,362.24,3,0,1086.72,North,PayPal,Corporate,4.0
TXN00463,2023-10-03,Backpack,Accessories,114.4,5,0,572.0,South,Bank Transfer,Startup,4.0
TXN00437,2024-06-15,Smartphone,Electronics,637.92,5,20,2551.68,Central,PayPal,Corporate,4.0
TXN00193,2024-07-28,Notebook,Stationery,13.71,2,20,21.94,Central,Credit Card,Individual,5.0
TXN01464,2023-09-16,Mouse,Accessories,100.34,4,0,401.36,East,Cash,Startup,4.0
TXN00638,2023-02-13,Monitor,Electronics,518.79,2,0,1037.58,Central,Credit Card,Startup,4.0
TXN00293,2023-10-02,Backpack,Accessories,86.75,3,10,234.22,West,Cash,Individual,
TXN00757,2024-04-08,Office Chair,Furniture,565.68,5,0,2828.4,West,Debit Card,Individual,3.0
TXN01456,2023-05-10,Office Chair,Furniture,182.26,3,0,546.78,West,Credit Card,Individual,5.0
TXN00890,2024-07-23,Smartphone,Electronics,1099.68,2,0,2199.36,North,Cash,Startup,5.0
TXN01135,2023-01-15,Laptop,Electronics,1364.39,2,10,2455.9,West,PayPal,Enterprise,1.0
TXN01418,2024-03-16,Desk,Furniture,562.33,3,10,1518.29,North,PayPal,Enterprise,3.0
TXN00142,2024-08-07,Desk,Furniture,225.26,1,15,191.47,North,Credit Card,Enterprise,3.0
TXN00747,2024-06-20,Notebook,Stationery,13.81,3,5,39.36,West,PayPal,Individual,2.0
TXN00003,2024-07-14,Laptop,Electronics,1165.09,5,0,5825.45,East,Debit Card,Enterprise,3.0
TXN00986,2023-05-22,Laptop,Electronics,1814.66,1,15,1542.46,Central,Credit Card,Individual,5.0
TXN00577,2024-11-21,Mouse,Accessories,55.18,2,0,110.36,North,Bank Transfer,Enterprise,4.0
TXN01910,2024-09-21,Headphones,Electronics,322.94,4,0,1291.76,Central,PayPal,Enterprise,3.0
TXN01694,2023-11-05,Keyboard,Accessories,174.68,5,20,698.72,West,PayPal,Enterprise,5.0
TXN00340,2024-03-12,Desk,Furniture,705.34,1,5,670.07,North,PayPal,Individual,4.0
TXN01321,2023-01-14,Mouse,Accessories,109.3,4,0,437.2,West,PayPal,Startup,4.0
TXN00409,2023-05-17,Laptop,Electronics,818.47,4,15,2782.8,East,Credit Card,Corporate,4.0
TXN00837,2023-09-10,Keyboard,Accessories,51.37,1,0,51.37,South,PayPal,Individual,4.0
TXN00266,2023-07-15,Office Chair,Furniture,428.86,3,0,1286.58,South,PayPal,Startup,2.0
TXN00377,2023-09-23,Notebook,Stationery,26.93,4,0,107.72,West,Credit Card,Individual,3.0
TXN00713,2024-05-08,Monitor,Electronics,420.62,1,15,357.53,North,PayPal,Startup,4.0
TXN00495,2024-01-13,Keyboard,Accessories,48.2,1,10,43.38,East,Cash,Individual,5.0
TXN00440,2024-01-03,Backpack,Accessories,132.96,1,5,126.31,,Debit Card,Enterprise,3.0
TXN00272,2023-01-22,Smartphone,Electronics,736.23,5,0,3681.15,West,Debit Card,Corporate,4.0
TXN00185,2024-11-17,Monitor,Electronics,358.95,1,5,341.0,West,Bank Transfer,Individual,5.0
TXN00974,2023-07-24,Smartphone,Electronics,767.25,3,0,2301.75,North,PayPal,Corporate,4.0
TXN00245,2023-10-29,Smartphone,Electronics,872.46,5,20,3489.84,West,Cash,Enterprise,3.0
TXN00809,2024-03-08,Headphones,Electronics,110.62,4,0,442.48,West,Cash,Corporate,4.0
TXN01044,2023-12-05,Desk,Furniture,,2,0,1461.92,South,Bank Transfer,Startup,2.0
TXN00536,2023-01-12,Mouse,Accessories,32.13,3,10,86.75,North,PayPal,Individual,5.0
TXN00446,2023-07-26,Office Chair,Furniture,520.7,2,5,989.33,West,Cash,Corporate,4.0
TXN00618,2023-03-20,Office Chair,Furniture,394.92,1,0,394.92,South,Credit Card,Individual,4.0
TXN01133,2023-08-30,Monitor,Electronics,363.56,2,0,727.12,North,PayPal,Individual,3.0
TXN01129,2023-03-29,Laptop,Electronics,1503.02,5,0,7515.1,West,Cash,Corporate,5.0
TXN00527,2023-01-27,Headphones,Electronics,114.88,5,10,516.96,Central,Bank Transfer,Enterprise,5.0
TXN00945,2023-04-28,Office Chair,Furniture,445.03,4,20,1424.1,West,PayPal,Startup,4.0
TXN00611,2023-03-19,Smartphone,Electronics,357.32,3,15,911.17,South,Bank Transfer,Corporate,4.0
TXN00705,2023-07-30,Keyboard,Accessories,165.01,5,10,742.54,West,Debit Card,Corporate,5.0
TXN00416,2024-05-23,Mouse,Accessories,28.9,2,0,57.8,East,Credit Card,Startup,3.0
TXN00274,2024-01-18,Laptop,Electronics,1041.64,5,0,5208.2,West,Cash,Corporate,1.0
TXN00756,2024-09-10,Laptop,Electronics,,3,0,2786.01,West,Bank Transfer,Individual,4.0
TXN01517,2023-12-29,Headphones,Electronics,169.58,5,0,847.9,South,Cash,Startup,4.0
TXN01484,2024-12-17,Desk,Furniture,552.98,3,5,1575.99,West,PayPal,Individual,4.0
TXN00251,2024-07-19,Backpack,Accessories,128.68,2,10,231.62,West,Credit Card,Corporate,5.0
TXN00414,2024-06-11,Smartphone,Electronics,959.46,2,5,1822.97,North,Debit Card,Corporate,5.0
TXN01334,2024-02-11,Smartphone,Electronics,1174.89,2,0,2349.78,South,Cash,Corporate,4.0
TXN00311,2023-04-15,Laptop,Electronics,1285.09,3,0,3855.27,East,PayPal,Startup,4.0
TXN01832,2023-10-20,Smartphone,Electronics,863.47,5,0,4317.35,North,Debit Card,Startup,5.0
TXN00580,2024-02-24,Backpack,Accessories,60.31,2,10,108.56,South,PayPal,Corporate,4.0
TXN00426,2024-09-07,Office Chair,Furniture,253.32,5,0,1266.6,Central,Bank Transfer,Corporate,5.0
TXN01915,2023-08-22,Keyboard,Accessories,142.11,1,0,142.11,West,Debit Card,Individual,4.0
TXN01625,2024-09-24,Keyboard,Accessories,147.77,3,0,443.31,South,PayPal,Individual,4.0
TXN00778,2024-02-26,Notebook,Stationery,13.97,1,0,13.97,South,Debit Card,Corporate,1.0
TXN01802,2024-08-06,Keyboard,Accessories,96.24,5,0,481.2,West,Credit Card,Individual,2.0
TXN01101,2023-06-19,Desk,Furniture,718.54,5,10,3233.43,West,Cash,Enterprise,3.0
TXN01051,2023-07-27,Headphones,Electronics,68.98,3,10,186.25,West,Cash,Startup,3.0
TXN01543,2023-11-26,Desk,Furniture,279.16,1,20,223.33,South,Debit Card,Individual,5.0
TXN00584,2024-08-10,Notebook,Stationery,18.67,2,0,37.34,North,Debit Card,Startup,4.0
TXN01084,2024-03-23,Desk,Furniture,426.35,5,10,1918.58,Central,Credit Card,Corporate,5.0
TXN00183,2024-11-06,Desk,Furniture,205.42,1,10,184.88,Central,PayPal,Corporate,2.0
TXN00171,2023-11-13,Smartphone,Electronics,337.07,4,0,1348.28,West,Credit Card,Corporate,4.0
TXN00583,2024-06-20,Mouse,Accessories,91.48,5,0,457.4,North,Debit Card,Startup,3.0
TXN01394,2024-10-13,Smartphone,Electronics,806.39,5,10,3628.76,East,Cash,Individual,5.0
TXN01917,2023-05-07,Office Chair,Furniture,464.72,4,0,1858.88,Central,Credit Card,Individual,3.0
